measure_date,Imbalance Volume
2024-01-18 08:00:00+00:00,-115.98
2024-01-18 08:45:00+00:00,-155.86
2024-01-18 09:00:00+00:00,-171.76
2024-01-18 09:15:00+00:00,-163.24
2024-01-18 11:45:00+00:00,-41.07
2024-01-18 14:30:00+00:00,49.57
2024-01-18 15:30:00+00:00,163.35
2024-01-18 16:30:00+00:00,181.87
2024-01-18 16:45:00+00:00,216.69
2024-01-18 17:30:00+00:00,147.06
2024-01-18 22:15:00+00:00,12.22
2024-01-18 22:45:00+00:00,-1.63
2024-01-18 23:00:00+00:00,197.05
2024-01-18 23:30:00+00:00,129.09
2024-01-19 00:15:00+00:00,56.48
2024-01-19 00:45:00+00:00,112.12
2024-01-19 01:15:00+00:00,99.02
2024-01-19 01:30:00+00:00,85.26
2024-01-19 01:45:00+00:00,169.27
2024-01-19 02:00:00+00:00,100.01
2024-01-19 03:15:00+00:00,141.98
2024-01-19 03:30:00+00:00,194.98
2024-01-19 03:45:00+00:00,218.42
2024-01-19 04:00:00+00:00,217.01
2024-01-19 04:45:00+00:00,128.97
2024-01-19 05:30:00+00:00,113.33
2024-01-19 06:00:00+00:00,215.29
2024-01-19 06:15:00+00:00,167.84
2024-01-19 06:30:00+00:00,246.77
2024-01-19 06:45:00+00:00,166.68
2024-01-19 09:00:00+00:00,91.43
2024-01-19 09:30:00+00:00,192.29
2024-01-19 09:45:00+00:00,268.49
2024-01-19 10:15:00+00:00,177.62
2024-01-19 10:30:00+00:00,150.24
2024-01-19 10:45:00+00:00,236.13
2024-01-19 11:00:00+00:00,101.84
2024-01-19 11:45:00+00:00,159.78
2024-01-19 12:00:00+00:00,246.92
2024-01-19 12:15:00+00:00,157.22
2024-01-19 12:30:00+00:00,154.52
2024-01-19 13:00:00+00:00,107.64
2024-01-19 14:30:00+00:00,47.53
2024-01-19 14:45:00+00:00,14.43
2024-01-19 15:45:00+00:00,-171.89
2024-01-19 16:45:00+00:00,51.46
2024-01-19 17:45:00+00:00,20.01
2024-01-19 18:00:00+00:00,42.39
2024-01-19 21:30:00+00:00,68.68
2024-01-19 23:45:00+00:00,62.3
2024-01-20 00:00:00+00:00,67.75
2024-01-20 00:15:00+00:00,62.02
2024-01-20 00:45:00+00:00,74.05
2024-01-20 02:30:00+00:00,14.21
2024-01-20 04:00:00+00:00,10.82
2024-01-20 04:30:00+00:00,75.08
2024-01-20 06:15:00+00:00,-21.34
2024-01-20 08:15:00+00:00,3.36
2024-01-20 11:15:00+00:00,89.01
2024-01-20 11:30:00+00:00,54.82
2024-01-20 12:00:00+00:00,49.74
2024-01-20 13:30:00+00:00,-151.07
2024-01-20 13:45:00+00:00,-220.59
2024-01-20 14:15:00+00:00,-186.87
2024-01-20 14:30:00+00:00,-161.09
2024-01-20 14:45:00+00:00,-152.35
2024-01-20 17:00:00+00:00,-156.24
2024-01-20 22:15:00+00:00,-60.54
2024-01-20 22:45:00+00:00,-212.0
2024-01-21 02:15:00+00:00,41.73
2024-01-21 02:30:00+00:00,67.8
2024-01-21 08:30:00+00:00,-82.92
2024-01-21 10:45:00+00:00,-131.1
2024-01-21 11:00:00+00:00,-98.31
2024-01-21 11:30:00+00:00,-129.56
2024-01-21 11:45:00+00:00,-172.87
2024-01-21 12:00:00+00:00,-186.54
2024-01-21 12:45:00+00:00,0.18
2024-01-21 14:15:00+00:00,-95.87
2024-01-21 15:30:00+00:00,90.39
2024-01-21 16:45:00+00:00,101.63
2024-01-21 18:00:00+00:00,82.26
2024-01-21 18:45:00+00:00,62.07
2024-01-21 21:30:00+00:00,-29.61
2024-01-21 23:00:00+00:00,58.19
2024-01-22 00:30:00+00:00,61.26
2024-01-22 04:15:00+00:00,-26.89
2024-01-22 05:00:00+00:00,-155.76
2024-01-22 05:15:00+00:00,-100.36
2024-01-22 07:45:00+00:00,-82.35
2024-01-22 15:00:00+00:00,163.61
2024-01-22 15:30:00+00:00,145.17
2024-01-22 15:45:00+00:00,158.78
2024-01-22 16:45:00+00:00,-122.14
2024-01-22 17:00:00+00:00,-116.96
2024-01-22 17:30:00+00:00,-124.67
2024-01-22 17:45:00+00:00,-179.48
2024-01-22 20:00:00+00:00,-43.06
2024-01-22 21:45:00+00:00,-46.93
2024-01-22 23:00:00+00:00,116.61
2024-01-23 00:30:00+00:00,-51.67
2024-01-23 04:00:00+00:00,-208.15
2024-01-23 04:15:00+00:00,-249.24
2024-01-23 04:30:00+00:00,-383.43
2024-01-23 04:45:00+00:00,-219.63
2024-01-23 05:15:00+00:00,-205.93
2024-01-23 05:30:00+00:00,-247.69
2024-01-23 05:45:00+00:00,-170.74
2024-01-23 07:15:00+00:00,-99.93
2024-01-23 09:15:00+00:00,-89.63
2024-01-23 09:30:00+00:00,-145.33
2024-01-23 09:45:00+00:00,-151.27
2024-01-23 10:00:00+00:00,-188.35
2024-01-23 10:15:00+00:00,-117.18
2024-01-23 11:45:00+00:00,-78.98
2024-01-23 13:15:00+00:00,164.87
2024-01-23 14:45:00+00:00,-14.39
2024-01-23 15:45:00+00:00,-57.58
2024-01-23 18:30:00+00:00,-20.5
2024-01-23 19:15:00+00:00,73.33
2024-01-23 20:00:00+00:00,176.86
2024-01-23 20:15:00+00:00,179.98
2024-01-23 20:45:00+00:00,115.41
2024-01-23 22:00:00+00:00,82.1
2024-01-23 23:30:00+00:00,62.36
2024-01-24 05:45:00+00:00,-69.1
2024-01-24 06:45:00+00:00,-94.4
2024-01-24 07:15:00+00:00,-99.1
2024-01-24 08:00:00+00:00,-175.33
2024-01-24 09:00:00+00:00,-191.96
2024-01-24 09:15:00+00:00,-146.89
2024-01-24 09:30:00+00:00,-114.73
2024-01-24 10:45:00+00:00,-213.1
2024-01-24 11:00:00+00:00,-153.72
2024-01-24 11:45:00+00:00,-145.44
2024-01-24 12:00:00+00:00,-84.47
2024-01-24 12:30:00+00:00,-197.0
2024-01-24 12:45:00+00:00,-199.2
2024-01-24 14:15:00+00:00,-142.46
2024-01-24 16:00:00+00:00,-150.1
2024-01-24 16:30:00+00:00,-128.08
2024-01-24 17:00:00+00:00,-139.38
2024-01-24 18:45:00+00:00,-113.72
2024-01-24 19:15:00+00:00,-35.39
2024-01-24 21:45:00+00:00,-143.51
2024-01-24 22:15:00+00:00,-153.33
2024-01-24 23:15:00+00:00,-126.56
2024-01-24 23:30:00+00:00,-110.27
2024-01-25 00:00:00+00:00,-137.18
2024-01-25 01:00:00+00:00,-73.33
2024-01-25 01:15:00+00:00,-81.92
2024-01-25 02:00:00+00:00,-75.72
2024-01-25 02:15:00+00:00,-105.76
2024-01-25 05:30:00+00:00,24.73
2024-01-25 06:30:00+00:00,60.36
2024-01-25 07:45:00+00:00,177.09
2024-01-25 09:45:00+00:00,-146.27
2024-01-25 10:00:00+00:00,-191.99
2024-01-25 10:15:00+00:00,-242.09
2024-01-25 10:30:00+00:00,-318.27
2024-01-25 10:45:00+00:00,-294.55
2024-01-25 11:00:00+00:00,-133.51
2024-01-25 12:15:00+00:00,-98.32
2024-01-25 13:15:00+00:00,-58.54
2024-01-25 14:45:00+00:00,-48.75
2024-01-25 15:45:00+00:00,-143.22
2024-01-25 17:00:00+00:00,-117.75
2024-01-25 17:30:00+00:00,-123.17
2024-01-25 17:45:00+00:00,-208.37
2024-01-25 18:15:00+00:00,-229.83
2024-01-25 18:30:00+00:00,-254.53
2024-01-25 18:45:00+00:00,-191.76
2024-01-25 19:15:00+00:00,-184.22
2024-01-25 19:30:00+00:00,-146.81
2024-01-25 21:45:00+00:00,-97.7
2024-01-25 23:15:00+00:00,-68.87
2024-01-26 00:15:00+00:00,-19.53
2024-01-26 01:15:00+00:00,-120.62
2024-01-26 02:45:00+00:00,-95.51
2024-01-26 03:00:00+00:00,-119.38
2024-01-26 05:30:00+00:00,-97.55
2024-01-26 06:45:00+00:00,73.06
2024-01-26 07:45:00+00:00,139.68
2024-01-26 09:00:00+00:00,-61.02
2024-01-26 09:15:00+00:00,-100.1
2024-01-26 09:45:00+00:00,-148.46
2024-01-26 10:45:00+00:00,47.54
2024-01-26 11:45:00+00:00,-56.76
2024-01-26 13:00:00+00:00,-124.95
2024-01-26 13:15:00+00:00,-183.15
2024-01-26 14:30:00+00:00,-9.56
2024-01-26 15:00:00+00:00,-94.76
2024-01-26 15:15:00+00:00,-102.34
2024-01-26 16:00:00+00:00,-19.06
2024-01-26 17:00:00+00:00,-123.84
2024-01-26 17:30:00+00:00,-110.17
2024-01-26 17:45:00+00:00,-91.18
2024-01-26 20:45:00+00:00,-26.73
2024-01-26 21:30:00+00:00,54.48
2024-01-26 23:00:00+00:00,82.38
2024-01-27 00:45:00+00:00,-20.05
2024-01-27 01:45:00+00:00,4.18
2024-01-27 04:15:00+00:00,86.55
2024-01-27 04:30:00+00:00,98.64
2024-01-27 05:30:00+00:00,49.48
2024-01-27 06:45:00+00:00,-109.5
2024-01-27 07:45:00+00:00,-30.81
2024-01-27 08:00:00+00:00,-119.48
2024-01-27 09:00:00+00:00,-199.33
2024-01-27 09:15:00+00:00,-190.77
2024-01-27 09:30:00+00:00,-193.74
2024-01-27 09:45:00+00:00,-190.26
2024-01-27 10:00:00+00:00,-331.86
2024-01-27 10:30:00+00:00,-159.84
2024-01-27 10:45:00+00:00,-151.0
2024-01-27 11:15:00+00:00,-185.46
2024-01-27 12:00:00+00:00,-209.91
2024-01-27 12:15:00+00:00,-294.93
2024-01-27 12:30:00+00:00,-298.86
2024-01-27 12:45:00+00:00,-228.66
2024-01-27 13:00:00+00:00,-220.1
2024-01-27 13:15:00+00:00,-172.98
2024-01-27 13:30:00+00:00,-156.65
2024-01-27 14:30:00+00:00,-224.0
2024-01-27 14:45:00+00:00,-306.71
2024-01-27 15:00:00+00:00,-261.51
2024-01-27 15:15:00+00:00,-246.35
2024-01-27 15:30:00+00:00,-249.74
2024-01-27 15:45:00+00:00,-249.6
2024-01-27 16:00:00+00:00,-161.54
2024-01-27 16:15:00+00:00,-164.32
2024-01-27 17:00:00+00:00,-45.4
2024-01-27 18:15:00+00:00,58.38
2024-01-27 21:30:00+00:00,-82.1
2024-01-27 22:15:00+00:00,-28.0
2024-01-28 02:15:00+00:00,-42.1
2024-01-28 03:15:00+00:00,-61.54
2024-01-28 03:45:00+00:00,-86.38
2024-01-28 04:30:00+00:00,-112.72
2024-01-28 05:45:00+00:00,-101.19
2024-01-28 06:30:00+00:00,-95.31
